Prediction,Target,log,Final
"public class A { @ Override public void visit ( String key , Object value ) { log . debug ( ""Load annotation attribute {} = {} ({})"" , name , value , value . getClass ( ) . getName ( ) ) ; if ( ""ordinal"" . equals ( name ) ) { extensionInfo . ordinal = Integer . parseInt ( value . toString ( ) ) ; } else if ( ""plugins"" . equals ( name ) ) { if ( value instanceof String ) { log . debug ( ""Found plugins {}"" , Arrays . toString ( ( String ) value ) ) ; extensionInfo . plugins . add ( ( String ) value ) ; } else if ( value instanceof String [ ] ) { log . debug ( ""Found plugins {}"" , Arrays . toString ( ( String [ ] ) value ) ) ; extensionInfo . plugins . addAll ( Arrays . asList ( ( String [ ] ) value ) ) ; } else { log . debug ( ""Found plugin {}"" , value . toString ( ) ) ; extensionInfo . plugins . add ( value . toString ( ) ) ; } } else { String pointClassName = ( ( Type ) value ) . getClassName ( ) ; log . debug ( ""Found point "" + pointClassName ) ; extensionInfo . points . add ( pointClassName ) ; } super . visit ( key , value ) ; } }","public class A { @ Override public void visit ( String key , Object value ) { log . debug ( ""Load annotation attribute {} = {} ({})"" , name , value , value . getClass ( ) . getName ( ) ) ; if ( ""ordinal"" . equals ( name ) ) { extensionInfo . ordinal = Integer . parseInt ( value . toString ( ) ) ; } else if ( ""plugins"" . equals ( name ) ) { if ( value instanceof String ) { log . debug ( ""Found plugin {}"" , value ) ; extensionInfo . plugins . add ( ( String ) value ) ; } else if ( value instanceof String [ ] ) { log . debug ( ""Found plugins {}"" , Arrays . toString ( ( String [ ] ) value ) ) ; extensionInfo . plugins . addAll ( Arrays . asList ( ( String [ ] ) value ) ) ; } else { log . debug ( ""Found plugin {}"" , value . toString ( ) ) ; extensionInfo . plugins . add ( value . toString ( ) ) ; } } else { String pointClassName = ( ( Type ) value ) . getClassName ( ) ; log . debug ( ""Found point "" + pointClassName ) ; extensionInfo . points . add ( pointClassName ) ; } super . visit ( key , value ) ; } }","log . debug ( ""Found plugin {}"" , value ) ;",Same Information
"public class A { @ POST @ Path ( ""/transfers/reply"" ) @ Consumes ( MediaType . APPLICATION_XML ) @ Produces ( MediaType . APPLICATION_JSON ) @ Secured ( permission = TRANSFERS_REPLY , description = ""Start transfer reply workflow."" ) public Response transferReply ( InputStream transferReply ) { try ( AccessInternalClient client = accessInternalClientFactory . getClient ( ) ) { return client . startTransferReplyWorkflow ( transferReply ) . toResponse ( ) ; } catch ( Exception e ) { logger . error ( ""Exception during startTransferReplyWorkflow"" , e ) ; return Response . status ( Status . INTERNAL_SERVER_ERROR ) . entity ( getErrorEntity ( Status . INTERNAL_SERVER_ERROR , e . getLocalizedMessage ( ) ) ) . build ( ) ; } } }","public class A { @ POST @ Path ( ""/transfers/reply"" ) @ Consumes ( MediaType . APPLICATION_XML ) @ Produces ( MediaType . APPLICATION_JSON ) @ Secured ( permission = TRANSFERS_REPLY , description = ""Start transfer reply workflow."" ) public Response transferReply ( InputStream transferReply ) { try ( AccessInternalClient client = accessInternalClientFactory . getClient ( ) ) { return client . startTransferReplyWorkflow ( transferReply ) . toResponse ( ) ; } catch ( Exception e ) { LOGGER . error ( e ) ; return Response . status ( Status . INTERNAL_SERVER_ERROR ) . entity ( getErrorEntity ( Status . INTERNAL_SERVER_ERROR , e . getLocalizedMessage ( ) ) ) . build ( ) ; } } }",LOGGER . error ( e ) ;,Same Information
"public class A { public static VocabularyCandidates findVocabulariesForUrl ( String resourceId , Function < String , List < Vocabulary > > searchInPersistence ) throws URISyntaxException { final String searchString = new URI ( resourceId . replace ( "" "" , ""%20"" ) ) . getHost ( ) ; final List < Vocabulary > searchedVocabularies = searchInPersistence . apply ( searchString ) ; final List < Vocabulary > candidates ; if ( searchedVocabularies == null ) { candidates = Collections . emptyList ( ) ; } else { candidates = searchedVocabularies . stream ( ) . filter ( vocabulary -> vocabularyMatchesUri ( resourceId , vocabulary ) ) . collect ( Collectors . toList ( ) ) ; } if ( candidates . isEmpty ( ) ) { LOGGER . info ( ""No vocabularies found for uri {}"" , resourceId ) ; } if ( candidates . size ( ) > 1 && LOGGER . isWarnEnabled ( ) ) { LOGGER . warn ( ""Could not find the candidate for vocabulary {}, using first candidate"" , resourceId ) ; } return new VocabularyCandidates ( candidates ) ; } }","public class A { public static VocabularyCandidates findVocabulariesForUrl ( String resourceId , Function < String , List < Vocabulary > > searchInPersistence ) throws URISyntaxException { final String searchString = new URI ( resourceId . replace ( "" "" , ""%20"" ) ) . getHost ( ) ; final List < Vocabulary > searchedVocabularies = searchInPersistence . apply ( searchString ) ; final List < Vocabulary > candidates ; if ( searchedVocabularies == null ) { candidates = Collections . emptyList ( ) ; } else { candidates = searchedVocabularies . stream ( ) . filter ( vocabulary -> vocabularyMatchesUri ( resourceId , vocabulary ) ) . collect ( Collectors . toList ( ) ) ; } if ( candidates . isEmpty ( ) ) { LOGGER . info ( ""No vocabularies found for uri {}"" , resourceId ) ; } if ( candidates . size ( ) > 1 && LOGGER . isWarnEnabled ( ) ) { LOGGER . warn ( ""Multiple vocabularies found for uri {}: {}"" , resourceId , candidates . stream ( ) . map ( Vocabulary :: getName ) . collect ( Collectors . joining ( "", "" ) ) ) ; } return new VocabularyCandidates ( candidates ) ; } }","LOGGER . warn ( ""Multiple vocabularies found for uri {}: {}"" , resourceId , candidates . stream ( ) . map ( Vocabulary :: getName ) . collect ( Collectors . joining ( "", "" ) ) ) ;",Meaningful
"public class A { public boolean update ( Rp rp ) { try { RpObject rpObj = new RpObject ( getDnForRp ( rp . getOxdId ( ) ) , rp . getOxdId ( ) , Jackson2 . serializeWithoutNulls ( rp ) ) ; this . persistenceEntryManager . merge ( rpObj ) ; LOG . debug ( ""RP updated successfully. RP : {} "" , rp ) ; return true ; } catch ( Exception e ) { LOG . error ( ""Failed to update RP: {} "" , rp , e ) ; } return false ; } }","public class A { public boolean update ( Rp rp ) { try { RpObject rpObj = new RpObject ( getDnForRp ( rp . getOxdId ( ) ) , rp . getOxdId ( ) , Jackson2 . serializeWithoutNulls ( rp ) ) ; this . persistenceEntryManager . merge ( rpObj ) ; LOG . debug ( ""RP updated successfully. RP : {} "" , rpObj ) ; return true ; } catch ( Exception e ) { LOG . error ( ""Failed to update RP: {} "" , rp , e ) ; } return false ; } }","LOG . debug ( ""RP updated successfully. RP : {} "" , rpObj ) ;",Meaningful
"public class A { public void startPeriodicFetching ( ) { if ( _running . getAndSet ( true ) ) { _log . debug ( ""Skipping PeriodicFetching splits as splitFetcher is running."" ) ; return ; } _log . debug ( ""Starting PeriodicFetching Splits ..."" ) ; _scheduledFuture = _scheduledExecutorService . scheduleWithFixedDelay ( _splitFetcher . get ( ) , 0L , _refreshEveryNSeconds . get ( ) , TimeUnit . SECONDS ) ; } }","public class A { public void startPeriodicFetching ( ) { if ( _running . getAndSet ( true ) ) { _log . debug ( ""Splits PeriodicFetching is running..."" ) ; return ; } _log . debug ( ""Starting PeriodicFetching Splits ..."" ) ; _scheduledFuture = _scheduledExecutorService . scheduleWithFixedDelay ( _splitFetcher . get ( ) , 0L , _refreshEveryNSeconds . get ( ) , TimeUnit . SECONDS ) ; } }","_log . debug ( ""Splits PeriodicFetching is running..."" ) ;",Meaningful
"public class A { @ Override public void userEventTriggered ( ChannelHandlerContext ctx , Object evt ) { if ( evt instanceof IdleStateEvent ) { IdleStateEvent idleStateEvent = ( IdleStateEvent ) evt ; if ( idleStateEvent . state ( ) == IdleState . READER_IDLE ) { if ( LOGGER . isInfoEnabled ( ) ) { LOGGER . info ( ""channel {} is read idle."" , ctx . channel ( ) . remoteAddress ( ) ) ; } try { String serverAddress = NetUtil . toStringAddress ( ctx . channel ( ) . remoteAddress ( ) ) ; clientChannelManager . invalidateObject ( serverAddress , ctx . channel ( ) ) ; } catch ( Exception exx ) { LOGGER . error ( exx . getMessage ( ) ) ; } finally { clientChannelManager . releaseChannel ( ctx . channel ( ) , getAddressFromContext ( ctx ) ) ; } } if ( idleStateEvent == IdleStateEvent . WRITER_IDLE_STATE_EVENT ) { try { if ( LOGGER . isDebugEnabled ( ) ) { LOGGER . debug ( ""will send ping msg,channel {}"" , ctx . channel ( ) ) ; } AbstractNettyRemotingClient . this . sendAsyncRequest ( ctx . channel ( ) , HeartbeatMessage . PING ) ; } catch ( Throwable throwable ) { LOGGER . error ( ""send request error: {}"" , throwable . getMessage ( ) , throwable ) ; } } } } }","public class A { @ Override public void userEventTriggered ( ChannelHandlerContext ctx , Object evt ) { if ( evt instanceof IdleStateEvent ) { IdleStateEvent idleStateEvent = ( IdleStateEvent ) evt ; if ( idleStateEvent . state ( ) == IdleState . READER_IDLE ) { if ( LOGGER . isInfoEnabled ( ) ) { LOGGER . info ( ""channel {} read idle."" , ctx . channel ( ) ) ; } try { String serverAddress = NetUtil . toStringAddress ( ctx . channel ( ) . remoteAddress ( ) ) ; clientChannelManager . invalidateObject ( serverAddress , ctx . channel ( ) ) ; } catch ( Exception exx ) { LOGGER . error ( exx . getMessage ( ) ) ; } finally { clientChannelManager . releaseChannel ( ctx . channel ( ) , getAddressFromContext ( ctx ) ) ; } } if ( idleStateEvent == IdleStateEvent . WRITER_IDLE_STATE_EVENT ) { try { if ( LOGGER . isDebugEnabled ( ) ) { LOGGER . debug ( ""will send ping msg,channel {}"" , ctx . channel ( ) ) ; } AbstractNettyRemotingClient . this . sendAsyncRequest ( ctx . channel ( ) , HeartbeatMessage . PING ) ; } catch ( Throwable throwable ) { LOGGER . error ( ""send request error: {}"" , throwable . getMessage ( ) , throwable ) ; } } } } }","LOGGER . info ( ""channel {} read idle."" , ctx . channel ( ) ) ;",Meaningful
"public class A { @ Override public void handleEvent ( Event event ) { logger . debug ( ""handleEvent - topic: {}"" , event . getTopic ( ) ) ; if ( event . getTopic ( ) . equals ( RawSocketTransport . ERROR_EVENT_TOPIC ) ) { Exception error = ( Exception ) event . getProperty ( RawSocketTransport . ERROR_PROPERTY_NAME ) ; if ( error != null ) { errorHappened ( error ) ; } } else if ( event . getTopic ( ) . equals ( CMD_RCVD_EVENT_TOPIC ) ) { String response = ( String ) event . getProperty ( COMMAND_PROPERTY_NAME ) ; if ( response != null ) { commandReceived ( response ) ; } } } }","public class A { @ Override public void handleEvent ( Event event ) { log . debug ( ""Event received"" ) ; if ( event . getTopic ( ) . equals ( RawSocketTransport . ERROR_EVENT_TOPIC ) ) { Exception error = ( Exception ) event . getProperty ( RawSocketTransport . ERROR_PROPERTY_NAME ) ; if ( error != null ) { errorHappened ( error ) ; } } else if ( event . getTopic ( ) . equals ( CMD_RCVD_EVENT_TOPIC ) ) { String response = ( String ) event . getProperty ( COMMAND_PROPERTY_NAME ) ; if ( response != null ) { commandReceived ( response ) ; } } } }","log . debug ( ""Event received"" ) ;",Meaningful
"public class A { public void execute ( String strDxExCode , JSONObject jObj ) throws Exception { socketLogger . info ( ""DxT031.execute : "" + strDxExCode ) ; byte [ ] sendBuff = null ; String strErrCode = """" ; String strErrMsg = """" ; String strSuccessCode = ""0"" ; String startLen = ""2500"" ; String seek = ""0"" ; String strRESTORE_SN = ( String ) jObj . get ( ProtocolID . RESTORE_SN ) ; String strLogFileName = ""restore_dump_"" + strRESTORE_SN + "".log"" ; String logDir = ""../logs/pg_resLog/"" ; JSONObject outputObj = new JSONObject ( ) ; try { File inFile = new File ( logDir , strLogFileName ) ; HashMap hp = FileUtil . getRandomAccessFileView ( inFile , Integer . parseInt ( startLen ) , Integer . parseInt ( seek ) , 0 ) ; socketLogger . info ( ""DxT031.execute : "" + strDxExCode ) ; outputObj . put ( ProtocolID . DX_EX_CODE , strDxExCode ) ; outputObj . put ( ProtocolID . RESULT_CODE , strSuccessCode ) ; outputObj . put ( ProtocolID . ERR_CODE , strErrCode ) ; outputObj . put ( ProtocolID . ERR_MSG , strErrMsg ) ; outputObj . put ( ProtocolID . RESULT_DATA , hp . get ( ""file_desc"" ) ) ; inFile = null ; send ( TotalLengthBit , outputObj . toString ( ) . getBytes ( ) ) ; } catch ( Exception e ) { errLogger . error ( ""DxT031 {} "" , e . toString ( ) ) ; outputObj . put ( ProtocolID . DX_EX_CODE , TranCodeType . DxT031 ) ; outputObj . put ( ProtocolID . RESULT_CODE , ""1"" ) ; outputObj . put ( ProtocolID . ERR_CODE , TranCodeType . DxT031 ) ; outputObj . put ( ProtocolID . ERR_MSG , ""DxT031 Error ["" + e . toString ( ) + ""]"" ) ; sendBuff = outputObj . toString ( ) . getBytes ( ) ; send ( 4 , sendBuff ) ; } finally { outputObj = null ; sendBuff = null ; } } }","public class A { public void execute ( String strDxExCode , JSONObject jObj ) throws Exception { socketLogger . info ( ""DxT031.execute : "" + strDxExCode ) ; byte [ ] sendBuff = null ; String strErrCode = """" ; String strErrMsg = """" ; String strSuccessCode = ""0"" ; String startLen = ""2500"" ; String seek = ""0"" ; String strRESTORE_SN = ( String ) jObj . get ( ProtocolID . RESTORE_SN ) ; String strLogFileName = ""restore_dump_"" + strRESTORE_SN + "".log"" ; String logDir = ""../logs/pg_resLog/"" ; JSONObject outputObj = new JSONObject ( ) ; try { File inFile = new File ( logDir , strLogFileName ) ; HashMap hp = FileUtil . getRandomAccessFileView ( inFile , Integer . parseInt ( startLen ) , Integer . parseInt ( seek ) , 0 ) ; socketLogger . info ( ""strFileView : "" + hp . get ( ""file_desc"" ) ) ; outputObj . put ( ProtocolID . DX_EX_CODE , strDxExCode ) ; outputObj . put ( ProtocolID . RESULT_CODE , strSuccessCode ) ; outputObj . put ( ProtocolID . ERR_CODE , strErrCode ) ; outputObj . put ( ProtocolID . ERR_MSG , strErrMsg ) ; outputObj . put ( ProtocolID . RESULT_DATA , hp . get ( ""file_desc"" ) ) ; inFile = null ; send ( TotalLengthBit , outputObj . toString ( ) . getBytes ( ) ) ; } catch ( Exception e ) { errLogger . error ( ""DxT031 {} "" , e . toString ( ) ) ; outputObj . put ( ProtocolID . DX_EX_CODE , TranCodeType . DxT031 ) ; outputObj . put ( ProtocolID . RESULT_CODE , ""1"" ) ; outputObj . put ( ProtocolID . ERR_CODE , TranCodeType . DxT031 ) ; outputObj . put ( ProtocolID . ERR_MSG , ""DxT031 Error ["" + e . toString ( ) + ""]"" ) ; sendBuff = outputObj . toString ( ) . getBytes ( ) ; send ( 4 , sendBuff ) ; } finally { outputObj = null ; sendBuff = null ; } } }","socketLogger . info ( ""strFileView : "" + hp . get ( ""file_desc"" ) ) ;",Meaningful
"public class A { @ Override public void contribute ( Document document , ObjectEntry objectEntry ) { try { _contribute ( document , objectEntry ) ; } catch ( Exception exception ) { if ( _log . isWarnEnabled ( ) ) { _log . warn ( exception , exception ) ; } } } }","public class A { @ Override public void contribute ( Document document , ObjectEntry objectEntry ) { try { _contribute ( document , objectEntry ) ; } catch ( Exception exception ) { if ( _log . isWarnEnabled ( ) ) { _log . warn ( ""Unable to index object entry "" + objectEntry . getObjectEntryId ( ) , exception ) ; } } } }","_log . warn ( ""Unable to index object entry "" + objectEntry . getObjectEntryId ( ) , exception ) ;",Meaningful
"public class A { @ Override public void execute ( final Map < String , Object > parameters ) throws FrameworkException { final String mode = ( String ) parameters . get ( ""mode"" ) ; if ( Boolean . FALSE . equals ( deploymentActive . get ( ) ) ) { try { deploymentActive . set ( true ) ; if ( ""export"" . equals ( mode ) ) { doExport ( parameters ) ; } else if ( ""import"" . equals ( mode ) ) { doImport ( parameters ) ; } else { logger . warn ( ""Skipping import as this is not currently active."" ) ; } } finally { deploymentActive . set ( false ) ; } } else { logger . warn ( ""Prevented deployment '{}' while another deployment is active."" , mode ) ; publishWarningMessage ( ""Prevented deployment '"" + mode + ""'"" , ""Another deployment is currently active. Please wait until it is finished."" ) ; } } }","public class A { @ Override public void execute ( final Map < String , Object > parameters ) throws FrameworkException { final String mode = ( String ) parameters . get ( ""mode"" ) ; if ( Boolean . FALSE . equals ( deploymentActive . get ( ) ) ) { try { deploymentActive . set ( true ) ; if ( ""export"" . equals ( mode ) ) { doExport ( parameters ) ; } else if ( ""import"" . equals ( mode ) ) { doImport ( parameters ) ; } else { logger . warn ( ""Unsupported mode '{}'"" , mode ) ; } } finally { deploymentActive . set ( false ) ; } } else { logger . warn ( ""Prevented deployment '{}' while another deployment is active."" , mode ) ; publishWarningMessage ( ""Prevented deployment '"" + mode + ""'"" , ""Another deployment is currently active. Please wait until it is finished."" ) ; } } }","logger . warn ( ""Unsupported mode '{}'"" , mode ) ;",Meaningful
"public class A { @ Override protected void decode ( ChannelHandlerContext channelHandlerContext , T t , List < Object > list ) throws Exception { logger . trace ( ""Decoding {}"" , t ) ; registrations : for ( Iterator < HandlerRegistration > iter = this . registeredHandlers . iterator ( ) ; iter . hasNext ( ) ; ) { HandlerRegistration registration = iter . next ( ) ; if ( registration . isCancelled ( ) ) { logger . debug ( ""Registration {} cancelled even though it was already cancelled ({})"" , registration , registration . isCancelled ( ) ) ; iter . remove ( ) ; continue ; } final Instant now = Instant . now ( ) ; if ( registration . getTimeoutAt ( ) . isBefore ( now ) ) { logger . debug ( ""Removing {} as its timed out (timeout of {} was set till {} and now is {})"" , registration , registration . getTimeout ( ) , registration . getTimeoutAt ( ) , now ) ; registration . getOnTimeoutConsumer ( ) . accept ( new TimeoutException ( ) ) ; iter . remove ( ) ; continue ; } logger . trace ( ""Checking handler {} for Object of type {}"" , registration , t . getClass ( ) . getSimpleName ( ) ) ; if ( registration . getExpectClazz ( ) . isInstance ( t ) ) { logger . trace ( ""Handler {} has right expected type {}, checking condition"" , registration , registration . getExpectClazz ( ) . getSimpleName ( ) ) ; Deque < Either < Function < ? , ? > , Predicate < ? > > > commands = registration . getCommands ( ) ; Object instance = t ; for ( Iterator < Either < Function < ? , ? > , Predicate < ? > > > iterator = commands . iterator ( ) ; iterator . hasNext ( ) ; ) { Either < Function < ? , ? > , Predicate < ? > > either = iterator . next ( ) ; if ( either . isLeft ( ) ) { Function unwrap = either . getLeft ( ) ; instance = unwrap . apply ( instance ) ; } else { Predicate predicate = either . get ( ) ; if ( predicate . test ( instance ) == false ) { logger . trace ( ""Registration {} with predicate {} does not match object {} (currently wrapped to {})"" , registration , predicate , t . getClass ( ) . getSimpleName ( ) , instance . getClass ( ) . getSimpleName ( ) ) ; continue registrations ; } } } logger . trace ( ""Handler {} accepts element {}, calling handle method"" , registration , t ) ; this . registeredHandlers . remove ( registration ) ; Consumer handler = registration . getPacketConsumer ( ) ; handler . accept ( instance ) ; registration . confirmHandled ( ) ; return ; } } logger . trace ( ""None of {} registered handlers could handle message {}, using default decode method"" , this . registeredHandlers . size ( ) , t ) ; protocolBase . decode ( new DefaultConversationContext < > ( channelHandlerContext , passive ) , t ) ; } }","public class A { @ Override protected void decode ( ChannelHandlerContext channelHandlerContext , T t , List < Object > list ) throws Exception { logger . trace ( ""Decoding {}"" , t ) ; registrations : for ( Iterator < HandlerRegistration > iter = this . registeredHandlers . iterator ( ) ; iter . hasNext ( ) ; ) { HandlerRegistration registration = iter . next ( ) ; if ( registration . isCancelled ( ) ) { logger . debug ( ""Removing {} as it was cancelled!"" , registration ) ; iter . remove ( ) ; continue ; } final Instant now = Instant . now ( ) ; if ( registration . getTimeoutAt ( ) . isBefore ( now ) ) { logger . debug ( ""Removing {} as its timed out (timeout of {} was set till {} and now is {})"" , registration , registration . getTimeout ( ) , registration . getTimeoutAt ( ) , now ) ; registration . getOnTimeoutConsumer ( ) . accept ( new TimeoutException ( ) ) ; iter . remove ( ) ; continue ; } logger . trace ( ""Checking handler {} for Object of type {}"" , registration , t . getClass ( ) . getSimpleName ( ) ) ; if ( registration . getExpectClazz ( ) . isInstance ( t ) ) { logger . trace ( ""Handler {} has right expected type {}, checking condition"" , registration , registration . getExpectClazz ( ) . getSimpleName ( ) ) ; Deque < Either < Function < ? , ? > , Predicate < ? > > > commands = registration . getCommands ( ) ; Object instance = t ; for ( Iterator < Either < Function < ? , ? > , Predicate < ? > > > iterator = commands . iterator ( ) ; iterator . hasNext ( ) ; ) { Either < Function < ? , ? > , Predicate < ? > > either = iterator . next ( ) ; if ( either . isLeft ( ) ) { Function unwrap = either . getLeft ( ) ; instance = unwrap . apply ( instance ) ; } else { Predicate predicate = either . get ( ) ; if ( predicate . test ( instance ) == false ) { logger . trace ( ""Registration {} with predicate {} does not match object {} (currently wrapped to {})"" , registration , predicate , t . getClass ( ) . getSimpleName ( ) , instance . getClass ( ) . getSimpleName ( ) ) ; continue registrations ; } } } logger . trace ( ""Handler {} accepts element {}, calling handle method"" , registration , t ) ; this . registeredHandlers . remove ( registration ) ; Consumer handler = registration . getPacketConsumer ( ) ; handler . accept ( instance ) ; registration . confirmHandled ( ) ; return ; } } logger . trace ( ""None of {} registered handlers could handle message {}, using default decode method"" , this . registeredHandlers . size ( ) , t ) ; protocolBase . decode ( new DefaultConversationContext < > ( channelHandlerContext , passive ) , t ) ; } }","logger . debug ( ""Removing {} as it was cancelled!"" , registration ) ;",Meaningful
"public class A { @ ParameterizedTest @ MethodSource ( ""getJobs"" ) public void testJobLifecycle ( JobInfo jobInfo , String operationName ) throws Exception { log . info ( ""test job:name={}, state={}"" , jobInfo . getName ( ) , operationName ) ; jobInfo = createJob ( jobInfo ) ; jobInfo = template ( ) . requestBody ( ""direct:getJob"" , jobInfo , JobInfo . class ) ; assertSame ( JobStateEnum . OPEN , jobInfo . getState ( ) , ""Job should be OPEN"" ) ; jobInfo = template ( ) . requestBody ( ""direct:closeJob"" , jobInfo , JobInfo . class ) ; assertSame ( JobStateEnum . CLOSED , jobInfo . getState ( ) , ""Job should be CLOSED"" ) ; jobInfo = template ( ) . requestBody ( ""direct:abortJob"" , jobInfo , JobInfo . class ) ; assertSame ( JobStateEnum . ABORTED , jobInfo . getState ( ) , ""Job should be ABORTED"" ) ; } }","public class A { @ ParameterizedTest @ MethodSource ( ""getJobs"" ) public void testJobLifecycle ( JobInfo jobInfo , String operationName ) throws Exception { log . info ( ""Testing Job lifecycle for {} of type {}"" , jobInfo . getOperation ( ) , jobInfo . getContentType ( ) ) ; jobInfo = createJob ( jobInfo ) ; jobInfo = template ( ) . requestBody ( ""direct:getJob"" , jobInfo , JobInfo . class ) ; assertSame ( JobStateEnum . OPEN , jobInfo . getState ( ) , ""Job should be OPEN"" ) ; jobInfo = template ( ) . requestBody ( ""direct:closeJob"" , jobInfo , JobInfo . class ) ; assertSame ( JobStateEnum . CLOSED , jobInfo . getState ( ) , ""Job should be CLOSED"" ) ; jobInfo = template ( ) . requestBody ( ""direct:abortJob"" , jobInfo , JobInfo . class ) ; assertSame ( JobStateEnum . ABORTED , jobInfo . getState ( ) , ""Job should be ABORTED"" ) ; } }","log . info ( ""Testing Job lifecycle for {} of type {}"" , jobInfo . getOperation ( ) , jobInfo . getContentType ( ) ) ;",Meaningful
"public class A { public synchronized void stop ( ) { for ( MLDriver driver : drivers ) { try { driver . stop ( ) ; } catch ( LensException e ) { log . error ( ""error stopping ML driver: "" + driver . getClass ( ) . getName ( ) , e ) ; } } drivers . clear ( ) ; udfStatusExpirySvc . shutdownNow ( ) ; log . info ( ""Stopped ML service"" ) ; } }","public class A { public synchronized void stop ( ) { for ( MLDriver driver : drivers ) { try { driver . stop ( ) ; } catch ( LensException e ) { log . error ( ""Failed to stop driver "" + driver , e ) ; } } drivers . clear ( ) ; udfStatusExpirySvc . shutdownNow ( ) ; log . info ( ""Stopped ML service"" ) ; } }","log . error ( ""Failed to stop driver "" + driver , e ) ;",Meaningful
"public class A { public void activateVfModule ( BuildingBlockExecution execution ) { GeneralBuildingBlock gBBInput = execution . getGeneralBuildingBlock ( ) ; RequestContext requestContext = gBBInput . getRequestContext ( ) ; ServiceInstance serviceInstance = null ; GenericVnf vnf = null ; VfModule vfModule = null ; try { serviceInstance = extractPojosForBB . extractByKey ( execution , ResourceKey . SERVICE_INSTANCE_ID ) ; vnf = extractPojosForBB . extractByKey ( execution , ResourceKey . GENERIC_VNF_ID ) ; vfModule = extractPojosForBB . extractByKey ( execution , ResourceKey . VF_MODULE_ID ) ; Customer customer = gBBInput . getCustomer ( ) ; CloudRegion cloudRegion = gBBInput . getCloudRegion ( ) ; SDNCRequest sdncRequest = new SDNCRequest ( ) ; GenericResourceApiVfModuleOperationInformation req = sdncVfModuleResources . activateVfModule ( vfModule , vnf , serviceInstance , customer , cloudRegion , requestContext , buildCallbackURI ( sdncRequest ) ) ; sdncRequest . setSDNCPayload ( req ) ; sdncRequest . setTopology ( SDNCTopology . VFMODULE ) ; execution . setVariable ( SDNC_REQUEST , sdncRequest ) ; } catch ( Exception ex ) { logger . error ( ""Exception occurred in AAI activateTasks"" , ex ) ; exceptionUtil . buildAndThrowWorkflowException ( execution , 7000 , ex ) ; } } }","public class A { public void activateVfModule ( BuildingBlockExecution execution ) { GeneralBuildingBlock gBBInput = execution . getGeneralBuildingBlock ( ) ; RequestContext requestContext = gBBInput . getRequestContext ( ) ; ServiceInstance serviceInstance = null ; GenericVnf vnf = null ; VfModule vfModule = null ; try { serviceInstance = extractPojosForBB . extractByKey ( execution , ResourceKey . SERVICE_INSTANCE_ID ) ; vnf = extractPojosForBB . extractByKey ( execution , ResourceKey . GENERIC_VNF_ID ) ; vfModule = extractPojosForBB . extractByKey ( execution , ResourceKey . VF_MODULE_ID ) ; Customer customer = gBBInput . getCustomer ( ) ; CloudRegion cloudRegion = gBBInput . getCloudRegion ( ) ; SDNCRequest sdncRequest = new SDNCRequest ( ) ; GenericResourceApiVfModuleOperationInformation req = sdncVfModuleResources . activateVfModule ( vfModule , vnf , serviceInstance , customer , cloudRegion , requestContext , buildCallbackURI ( sdncRequest ) ) ; sdncRequest . setSDNCPayload ( req ) ; sdncRequest . setTopology ( SDNCTopology . VFMODULE ) ; execution . setVariable ( SDNC_REQUEST , sdncRequest ) ; } catch ( Exception ex ) { logger . error ( ""Exception occurred in SDNCActivateTasks activateVfModule process"" , ex ) ; exceptionUtil . buildAndThrowWorkflowException ( execution , 7000 , ex ) ; } } }","logger . error ( ""Exception occurred in SDNCActivateTasks activateVfModule process"" , ex ) ;",Meaningful
"public class A { @ Deprecated public < T > T update ( Collection < String > path , T newValue ) { checkPath ( path ) ; if ( newValue == null ) { newValue = typedNull ( ) ; } if ( log . isTraceEnabled ( ) ) { log . trace ( ""update (path: {}) [{}]"" , path , newValue ) ; } @ SuppressWarnings ( ""unchecked"" ) T oldValue = ( T ) values . put ( path , newValue ) ; return ( isNull ( oldValue ) ) ? null : oldValue ; } }","public class A { @ Deprecated public < T > T update ( Collection < String > path , T newValue ) { checkPath ( path ) ; if ( newValue == null ) { newValue = typedNull ( ) ; } if ( log . isTraceEnabled ( ) ) { log . trace ( ""setting sensor {}={} for {}"" , new Object [ ] { path , newValue , entity } ) ; } @ SuppressWarnings ( ""unchecked"" ) T oldValue = ( T ) values . put ( path , newValue ) ; return ( isNull ( oldValue ) ) ? null : oldValue ; } }","log . trace ( ""setting sensor {}={} for {}"" , new Object [ ] { path , newValue , entity } ) ;",Meaningful
